@relation cluster-weka.filters.unsupervised.attribute.Remove-R1_clustered

@attribute Instance_number numeric
@attribute 0.30834 numeric
@attribute 104.94535 numeric
@attribute Cluster {cluster0,cluster1}

@data
1458,145.71226,707.7559,cluster0
1459,145.71592,132.73494,cluster1
1460,145.83017,455.40826,cluster1
1461,145.85679,641.24952,cluster0
1462,145.88215,695.00025,cluster0
1463,146.08181,261.30122,cluster1
1464,146.12382,857.87946,cluster0
1465,146.40729,455.29824,cluster1
1466,146.48909,284.51185,cluster1
1467,146.64566,186.62584,cluster1
1468,146.67158,609.31063,cluster0
1469,146.75198,12.88859,cluster1
1470,146.82584,962.54679,cluster0
1471,146.8598,613.42171,cluster0
1472,146.87195,8.25022,cluster1
1473,147.12176,959.43129,cluster0
1474,147.16801,901.49926,cluster0
1475,147.16983,256.05662,cluster1
1476,147.18823,589.2555,cluster0
1477,147.22558,76.30483,cluster1
1478,147.48451,253.1419,cluster1
1479,147.5167,210.99164,cluster1
1480,147.60973,545.98591,cluster0
1481,147.63261,710.38474,cluster0
1482,147.92189,396.94845,cluster1
1483,148.31575,654.2399,cluster0
1484,148.31749,359.44247,cluster1
1485,148.32949,136.04303,cluster1
1486,148.38486,833.99701,cluster0
1487,148.51946,18.02251,cluster1
1488,148.67827,673.65813,cluster0
1489,148.82741,883.788,cluster0
1490,148.83608,818.98265,cluster0
1491,148.90257,791.90058,cluster0
1492,149.18863,735.92044,cluster0
1493,149.32549,776.10873,cluster0
1494,149.52381,323.73926,cluster1
1495,149.551,450.9486,cluster1
1496,149.59224,819.21581,cluster0
1497,149.68428,430.58187,cluster1
1498,149.689,92.27474,cluster1
1499,149.78217,98.11761,cluster1
1500,149.82869,275.77534,cluster1
1501,149.99891,983.34578,cluster0
1502,150.11014,503.4817,cluster1
1503,150.14195,747.91999,cluster0
1504,150.19227,154.53735,cluster1
1505,150.23161,618.25835,cluster0
1506,150.31077,807.17535,cluster0
1507,150.33724,901.98964,cluster0
1508,150.553,967.94314,cluster0
1509,150.57165,806.28473,cluster0
1510,150.5958,840.86929,cluster0
1511,150.60418,455.12689,cluster1
1512,150.64398,761.77713,cluster0
1513,150.72079,960.45592,cluster0
1514,150.83012,777.69099,cluster0
1515,150.94171,969.6428,cluster0
1516,150.95656,37.32756,cluster1
1517,150.98245,72.98662,cluster1
1518,151.06244,400.20355,cluster1
1519,151.15893,149.98762,cluster1
1520,151.35003,750.65988,cluster0
1521,151.41726,716.11228,cluster0
1522,151.5973,690.02991,cluster0
1523,151.67089,339.29159,cluster1
1524,151.78622,530.1407,cluster0
1525,151.79346,773.57244,cluster0
1526,151.96044,158.70206,cluster1
1527,151.97055,951.16807,cluster0
1528,152.15307,481.9623,cluster1
1529,152.18311,321.04175,cluster1
1530,152.39218,759.83203,cluster0
1531,152.40885,196.2846,cluster1
1532,152.47065,69.81328,cluster1
1533,152.90225,148.21681,cluster1
1534,152.90952,743.40795,cluster0
1535,152.94333,213.85285,cluster1
1536,153.06822,527.537,cluster0
1537,153.15951,240.9479,cluster1
1538,153.18059,217.58611,cluster1
1539,153.20711,888.40801,cluster0
1540,153.33186,121.95334,cluster1
1541,153.37189,9.62028,cluster1
1542,153.39733,380.81639,cluster1
1543,153.51605,739.5151,cluster0
1544,153.57066,902.45353,cluster0
1545,153.61046,305.97321,cluster1
1546,153.784,58.63953,cluster1
1547,154.13682,282.60581,cluster1
1548,154.22634,68.83675,cluster1
1549,154.43319,41.36362,cluster1
1550,154.55439,437.71355,cluster1
1551,154.56789,819.95878,cluster0
1552,154.58352,296.69358,cluster1
1553,154.69309,885.75995,cluster0
1554,154.71426,285.53329,cluster1
1555,154.7751,181.89066,cluster1
1556,154.8349,653.94544,cluster0
1557,154.86863,478.38679,cluster1
1558,155.17292,631.38475,cluster0
1559,155.23365,275.55497,cluster1
1560,155.41634,532.41949,cluster0
1561,155.43461,357.38621,cluster1
1562,155.43796,404.17494,cluster1
1563,155.58543,800.25198,cluster0
1564,155.60418,103.89976,cluster1
1565,156.11847,20.77971,cluster1
1566,156.3413,445.26164,cluster1
1567,156.43347,796.88294,cluster0
1568,156.47358,662.87691,cluster0
1569,156.49478,243.43128,cluster1
1570,156.80404,789.45927,cluster0
1571,156.83019,815.61575,cluster0
1572,156.84044,801.01421,cluster0
1573,156.88074,730.64618,cluster0
1574,156.88754,488.57773,cluster1
1575,156.9104,355.54005,cluster1
1576,157.10191,796.33366,cluster0
1577,157.16555,102.08791,cluster1
1578,157.18139,379.08321,cluster1
1579,157.24271,28.16025,cluster1
1580,157.31875,717.78798,cluster0
1581,157.33584,830.88411,cluster0
1582,157.37292,62.26371,cluster1
1583,157.4256,68.12845,cluster1
1584,157.72264,935.16393,cluster0
1585,157.7329,741.7048,cluster0
1586,158.00033,990.06655,cluster0
1587,158.23927,843.1536,cluster0
1588,158.43645,384.30301,cluster1
1589,158.58225,899.8635,cluster0
1590,158.60822,148.72769,cluster1
1591,158.66513,272.72828,cluster1
1592,158.71796,884.55994,cluster0
1593,158.92794,403.14584,cluster1
1594,158.99068,32.37532,cluster1
1595,159.07785,89.82266,cluster1
1596,159.09941,535.2718,cluster0
1597,159.10609,800.58516,cluster0
1598,159.12637,379.56183,cluster1
1599,159.14933,847.75508,cluster0
1600,159.19317,615.69269,cluster0
1601,159.19789,807.84032,cluster0
1602,159.28513,82.19315,cluster1
1603,159.31702,210.96859,cluster1
1604,159.50633,556.89802,cluster0
1605,159.53167,153.78638,cluster1
1606,159.72748,713.33862,cluster0
1607,159.74559,61.09257,cluster1
1608,159.76001,775.38139,cluster0
1609,159.86578,422.1857,cluster1
1610,159.91219,193.51656,cluster1
1611,159.91694,771.5866,cluster0
1612,160.00364,736.17942,cluster0
1613,160.23631,928.96475,cluster0
1614,160.3532,892.18319,cluster0
1615,160.56429,688.45808,cluster0
1616,160.62857,840.08622,cluster0
1617,160.87836,950.13574,cluster0
1618,161.04659,989.80604,cluster0
1619,161.30211,804.43333,cluster0
1620,161.42889,27.29141,cluster1
1621,161.73509,714.23837,cluster0
1622,161.87957,19.48362,cluster1
1623,161.96308,337.70304,cluster1
1624,162.0279,569.67214,cluster0
1625,162.08619,431.4962,cluster1
1626,162.17573,712.0811,cluster0
1627,162.29274,890.73174,cluster0
1628,162.342,7.1625,cluster1
1629,162.5182,305.15239,cluster1
1630,162.55073,995.56199,cluster0
1631,162.75183,949.39684,cluster0
1632,162.8368,849.9989,cluster0
1633,162.87699,337.2012,cluster1
1634,162.89884,905.04069,cluster0
1635,163.04732,787.28522,cluster0
1636,163.18257,710.26585,cluster0
1637,163.2716,590.64316,cluster0
1638,163.32807,284.01365,cluster1
1639,163.60958,33.64662,cluster1
1640,163.74187,192.89698,cluster1
1641,163.74459,579.60675,cluster0
1642,163.81531,998.5706,cluster0
1643,164.30957,735.0802,cluster0
1644,164.53473,23.84739,cluster1
1645,164.76764,356.54143,cluster1
1646,164.86388,232.90196,cluster1
1647,164.95743,561.7287,cluster0
1648,165.0075,609.89975,cluster0
1649,165.11557,559.9198,cluster0
1650,165.16545,949.46084,cluster0
1651,165.17286,43.40027,cluster1
1652,165.19819,384.71922,cluster1
1653,165.23412,366.21507,cluster1
1654,165.30204,342.48377,cluster1
1655,165.41664,694.04507,cluster0
1656,165.43745,960.27793,cluster0
1657,165.48181,835.83919,cluster0
1658,165.49996,653.55754,cluster0
1659,165.70405,177.88414,cluster1
1660,165.86152,668.82192,cluster0
1661,165.94029,663.57574,cluster0
1662,165.95332,303.51087,cluster1
1663,165.95878,358.53356,cluster1
1664,166.41151,571.58824,cluster0
1665,166.52148,614.35548,cluster0
1666,166.57897,315.84903,cluster1
1667,166.63268,800.76773,cluster0
1668,166.64177,893.2726,cluster0
1669,166.72444,101.5217,cluster1
1670,166.81958,441.12933,cluster1
1671,166.98191,992.01645,cluster0
1672,167.01153,321.00388,cluster1
1673,167.11937,281.07801,cluster1
1674,167.17076,582.32528,cluster0
1675,167.3587,392.40257,cluster1
1676,167.47357,816.29025,cluster0
1677,167.4998,788.95337,cluster0
1678,167.52499,5.27926,cluster1
1679,167.77974,803.61361,cluster0
1680,167.82053,666.29323,cluster0
1681,167.91987,269.63951,cluster1
1682,167.9673,345.28708,cluster1
1683,168.28973,946.22616,cluster0
1684,168.29975,820.27428,cluster0
1685,168.37126,121.02485,cluster1
1686,168.50426,200.9324,cluster1
1687,168.58139,872.11097,cluster0
1688,168.59901,587.32093,cluster0
1689,168.6207,864.89245,cluster0
1690,168.6944,159.95639,cluster1
1691,168.81591,344.32607,cluster1
1692,168.95733,129.25644,cluster1
1693,169.00354,706.05674,cluster0
1694,169.3234,168.03582,cluster1
1695,169.36412,95.05192,cluster1
1696,169.37034,190.15347,cluster1
1697,169.4066,709.23819,cluster0
1698,169.43612,309.85472,cluster1
1699,169.44542,985.05583,cluster0
1700,169.74874,38.93899,cluster1
1701,170.17698,326.78977,cluster1
1702,170.19264,607.51692,cluster0
1703,170.44032,896.06548,cluster0
1704,170.87795,70.92863,cluster1
1705,170.97807,313.75835,cluster1
1706,170.97809,913.69441,cluster0
1707,170.99408,776.9518,cluster0
1708,171.00754,153.79434,cluster1
1709,171.01463,984.49841,cluster0
1710,171.09057,606.23952,cluster0
1711,171.15261,857.04392,cluster0
1712,171.17106,130.43228,cluster1
1713,171.56724,829.60063,cluster0
1714,171.64888,448.69284,cluster1
1715,171.94348,959.29612,cluster0
1716,172.10374,982.56228,cluster0
1717,172.18583,280.35477,cluster1
1718,172.25894,172.88343,cluster1
1719,172.48306,261.10141,cluster1
1720,172.70047,813.91518,cluster0
1721,173.05338,38.97646,cluster1
1722,173.32724,358.49879,cluster1
1723,173.44259,35.87636,cluster1
1724,173.50768,948.61011,cluster0
1725,173.64709,283.90617,cluster1
1726,174.09015,111.98559,cluster1
1727,174.09299,119.39437,cluster1
1728,174.15223,426.04883,cluster1
1729,174.16138,368.47293,cluster1
1730,174.18685,425.87574,cluster1
1731,174.42629,506.36925,cluster1
1732,174.44077,875.55697,cluster0
1733,174.48108,188.85566,cluster1
1734,174.59884,375.74083,cluster1
1735,174.60692,120.72327,cluster1
1736,174.65263,89.49782,cluster1
1737,174.96835,769.97594,cluster0
1738,175.06481,564.58284,cluster0
1739,175.06614,228.94417,cluster1
1740,175.16369,528.04414,cluster0
1741,175.18542,840.99,cluster0
1742,175.34082,557.24072,cluster0
1743,175.58473,947.51826,cluster0
1744,175.69677,729.57891,cluster0
1745,175.74311,25.80763,cluster1
1746,175.76924,386.1736,cluster1
1747,176.00326,602.84488,cluster0
1748,176.01507,47.18618,cluster1
1749,176.26753,906.53563,cluster0
1750,176.31918,524.95573,cluster0
1751,176.52989,630.80748,cluster0
1752,176.56621,577.67135,cluster0
1753,176.6027,425.84399,cluster1
1754,176.706,39.45287,cluster1
1755,176.80764,655.88337,cluster0
1756,177.03713,998.08396,cluster0
1757,177.18512,615.98447,cluster0
1758,177.22971,862.6987,cluster0
1759,177.25309,573.19619,cluster0
1760,177.28938,710.60008,cluster0
1761,177.47893,734.75806,cluster0
1762,177.57473,787.63125,cluster0
1763,177.6544,60.14684,cluster1
1764,177.74789,167.58258,cluster1
1765,177.80775,94.38006,cluster1
1766,177.84255,319.64006,cluster1
1767,177.877,144.72763,cluster1
1768,178.18301,864.61619,cluster0
1769,178.30621,22.30074,cluster1
1770,178.35538,301.53509,cluster1
1771,178.62595,413.80027,cluster1
1772,178.79067,735.45591,cluster0
1773,178.79177,99.98251,cluster1
1774,178.80511,860.78239,cluster0
1775,178.84555,542.53192,cluster0
1776,178.87968,906.1501,cluster0
1777,178.99567,444.06953,cluster1
1778,179.01881,807.37758,cluster0
1779,179.03191,328.67645,cluster1
1780,179.07637,33.09296,cluster1
1781,179.13205,507.01546,cluster1
1782,179.1956,334.44704,cluster1
1783,179.27795,390.87425,cluster1
1784,179.30093,663.20627,cluster0
1785,179.3437,718.58754,cluster0
1786,179.36734,851.69807,cluster0
1787,179.42775,992.2,cluster0
1788,179.54241,166.27473,cluster1
1789,179.69289,189.05805,cluster1
1790,179.75048,869.34977,cluster0
1791,179.82269,530.31304,cluster0
1792,180.08032,25.59464,cluster1
1793,180.20998,556.07036,cluster0
1794,180.28003,828.13927,cluster0
1795,180.37182,332.90958,cluster1
1796,180.59371,566.97234,cluster0
1797,180.66469,310.14432,cluster1
1798,180.68167,22.92608,cluster1
1799,180.8387,638.7508,cluster0
1800,180.9098,605.19753,cluster0
1801,181.01118,447.18063,cluster1
1802,181.01153,844.88067,cluster0
1803,181.17627,292.79337,cluster1
1804,181.23516,873.66299,cluster0
1805,181.25993,875.72379,cluster0
1806,181.57307,12.01932,cluster1
1807,181.58101,102.53692,cluster1
1808,181.59376,0.15219,cluster1
1809,181.61698,301.67492,cluster1
1810,181.68966,97.46475,cluster1
1811,181.7077,123.67591,cluster1
1812,181.73064,994.49497,cluster0
1813,181.87275,276.33051,cluster1
1814,181.90645,757.10233,cluster0
1815,182.05883,429.64079,cluster1
1816,182.1284,21.79531,cluster1
1817,182.31787,274.45974,cluster1
1818,182.32283,913.8389,cluster0
1819,182.40075,124.75833,cluster1
1820,182.40628,588.61144,cluster0
1821,182.44926,553.91103,cluster0
1822,182.59518,844.40396,cluster0
1823,182.6291,344.01389,cluster1
1824,182.63699,289.11916,cluster1
1825,182.6776,946.14827,cluster0
1826,182.83955,653.30706,cluster0
1827,182.8463,252.41286,cluster1
1828,182.85153,158.23768,cluster1
1829,183.03132,28.35144,cluster1
1830,183.09021,756.65342,cluster0
1831,183.2831,945.53195,cluster0
1832,183.30317,378.55728,cluster1
1833,183.36366,860.13947,cluster0
1834,183.37138,318.27977,cluster1
1835,183.57508,212.39063,cluster1
1836,183.59649,476.03941,cluster1
1837,183.6493,644.09064,cluster0
1838,183.68714,483.73522,cluster1
1839,183.72908,124.61644,cluster1
1840,183.94592,473.98917,cluster1
1841,183.99829,375.26083,cluster1
1842,184.32185,657.88691,cluster0
1843,184.55584,634.90766,cluster0
1844,184.5705,650.02922,cluster0
1845,184.61301,892.8649,cluster0
1846,185.0179,489.95235,cluster1
1847,185.10273,310.30224,cluster1
1848,185.18289,822.47637,cluster0
1849,185.41778,492.72615,cluster1
1850,185.54305,846.07663,cluster0
1851,185.67402,530.49229,cluster0
1852,185.80302,305.59592,cluster1
1853,185.80476,346.99489,cluster1
1854,186.05096,44.46119,cluster1
1855,186.081,629.0363,cluster0
1856,186.15207,970.39319,cluster0
1857,186.19761,263.48464,cluster1
1858,186.43693,955.68933,cluster0
1859,186.52596,654.40439,cluster0
1860,186.5998,848.70882,cluster0
1861,186.88697,314.59309,cluster1
1862,186.95718,769.51089,cluster0
1863,187.23659,353.61718,cluster1
1864,187.27419,616.69586,cluster0
1865,187.31372,986.14145,cluster0
1866,187.56882,465.38153,cluster1
1867,187.56962,715.56654,cluster0
1868,187.84186,762.40156,cluster0
1869,188.08623,832.29519,cluster0
1870,188.20997,864.75298,cluster0
1871,188.25167,751.39627,cluster0
1872,188.30376,52.95319,cluster1
1873,188.32246,777.22119,cluster0
1874,188.445,953.15221,cluster0
1875,188.57614,629.95239,cluster0
1876,188.67872,92.36478,cluster1
1877,188.69731,363.80423,cluster1
1878,189.0234,623.09298,cluster0
1879,189.07871,612.48106,cluster0
1880,189.13214,789.52498,cluster0
1881,189.48803,296.75869,cluster1
1882,189.95157,659.54057,cluster0
1883,189.97163,866.67228,cluster0
1884,190.01446,824.38757,cluster0
1885,190.0941,901.52063,cluster0
1886,190.10373,854.90167,cluster0
1887,190.22757,4.83139,cluster1
1888,190.36834,598.14167,cluster0
1889,190.39727,723.63975,cluster0
1890,190.41403,152.7896,cluster1
1891,190.50836,791.76463,cluster0
1892,190.6997,509.47127,cluster0
1893,190.75715,97.90602,cluster1
1894,190.79424,527.64484,cluster0
1895,190.82895,629.87533,cluster0
1896,190.92779,503.48331,cluster1
1897,191.01268,220.00062,cluster1
1898,191.06132,51.57459,cluster1
1899,191.2262,537.5287,cluster0
1900,191.52063,583.52483,cluster0
1901,191.68718,390.86203,cluster1
1902,191.75072,602.81658,cluster0
1903,191.76976,752.70496,cluster0
1904,191.81346,479.73461,cluster1
1905,191.92857,424.09421,cluster1
1906,191.94741,414.76649,cluster1
1907,192.05643,203.96201,cluster1
1908,192.32584,678.27834,cluster0
1909,192.33611,5.18223,cluster1
1910,192.45188,743.84009,cluster0
1911,192.48128,923.70599,cluster0
1912,192.52273,57.32032,cluster1
1913,192.82502,663.99495,cluster0
1914,192.90655,318.60274,cluster1
1915,192.95953,891.96808,cluster0
1916,192.99947,329.26349,cluster1
1917,193.08883,420.06755,cluster1
1918,193.19279,523.84594,cluster0
1919,193.67473,22.96886,cluster1
1920,193.74009,627.5787,cluster0
1921,193.78612,123.89522,cluster1
1922,193.83021,579.40485,cluster0
1923,193.92734,92.53663,cluster1
1924,193.95943,136.71707,cluster1
1925,194.01566,56.53531,cluster1
1926,194.28966,480.39733,cluster1
1927,194.32079,751.8272,cluster0
1928,194.49267,429.18734,cluster1
1929,194.63398,651.62797,cluster0
1930,194.65268,193.80444,cluster1
1931,194.66407,635.57735,cluster0
1932,194.77031,581.32065,cluster0
1933,194.80226,100.45423,cluster1
1934,194.907,766.34818,cluster0
1935,195.22585,503.24742,cluster1
1936,195.28484,417.08531,cluster1
1937,195.32796,907.46154,cluster0
1938,195.38312,566.09252,cluster0
1939,195.38433,49.95578,cluster1
1940,195.45846,966.95923,cluster0
1941,195.52901,493.78417,cluster1
1942,195.69125,676.79481,cluster0
1943,195.82096,217.0992,cluster1
1944,196.05846,38.93222,cluster1
1945,196.12393,285.9608,cluster1
1946,196.19639,189.26379,cluster1
1947,196.30901,669.61153,cluster0
1948,196.41016,698.90775,cluster0
1949,196.51144,4.50749,cluster1
1950,196.56563,473.75232,cluster1
1951,196.58389,113.94364,cluster1
1952,196.7249,687.42598,cluster0
1953,196.9,828.32944,cluster0
1954,196.97207,800.96467,cluster0
1955,197.00472,894.22711,cluster0
1956,197.02992,372.01764,cluster1
1957,197.06821,578.55868,cluster0
1958,197.09325,233.62756,cluster1
1959,197.23272,555.19079,cluster0
1960,197.28765,187.01893,cluster1
1961,197.40061,521.92983,cluster0
1962,197.46199,283.11853,cluster1
1963,197.47418,559.74294,cluster0
1964,197.56009,99.85337,cluster1
1965,197.69768,522.7019,cluster0
1966,197.70384,70.36768,cluster1
1967,197.75982,675.33176,cluster0
1968,197.80543,121.12962,cluster1
1969,197.8475,305.35772,cluster1
1970,197.86802,835.93938,cluster0
1971,197.95979,846.54171,cluster0
1972,198.0919,773.12432,cluster0
1973,198.18672,603.23797,cluster0
1974,198.30057,143.71948,cluster1
1975,198.44139,425.60707,cluster1
1976,198.57278,555.41575,cluster0
1977,198.8124,695.05961,cluster0
1978,198.84535,483.60004,cluster1
1979,199.19865,804.28959,cluster0
1980,199.48417,340.65749,cluster1
1981,199.62592,214.67631,cluster1
1982,199.65074,867.42497,cluster0
1983,199.77889,174.09757,cluster1
1984,199.94605,691.56521,cluster0
1985,200.18335,511.27284,cluster0
1986,200.35279,814.06271,cluster0
1987,200.48536,323.43244,cluster1
1988,200.61061,977.87252,cluster0
1989,200.67935,507.94253,cluster1
1990,200.72765,89.54488,cluster1
1991,200.73437,258.89613,cluster1
1992,200.75705,193.87843,cluster1
1993,200.98738,252.53036,cluster1
1994,200.98971,586.65988,cluster0
1995,201.01405,255.19815,cluster1
1996,201.15021,213.47891,cluster1
1997,201.17757,70.19178,cluster1
1998,201.25395,380.65283,cluster1
1999,201.3025,234.36091,cluster1
2000,201.38041,861.76936,cluster0
2001,201.58774,876.60726,cluster0
2002,201.62542,618.13192,cluster0
2003,201.69128,629.94877,cluster0
2004,201.74782,802.32386,cluster0
2005,201.88073,221.42083,cluster1
2006,202.09322,817.8922,cluster0
2007,202.1422,81.64626,cluster1
2008,202.18164,719.67981,cluster0
2009,202.21248,923.75528,cluster0
2010,202.27938,877.67055,cluster0
2011,202.29149,284.31762,cluster1
2012,202.38913,819.72063,cluster0
2013,202.44064,6.25424,cluster1
2014,202.55187,939.28164,cluster0
2015,202.61381,846.73056,cluster0
2016,202.72831,949.95071,cluster0
2017,202.90889,425.16289,cluster1
2018,203.13133,345.55232,cluster1
2019,203.29689,62.26513,cluster1
2020,203.30648,591.2499,cluster0
2021,203.32462,649.06457,cluster0
2022,203.40952,116.63151,cluster1
2023,203.50346,468.31629,cluster1
2024,203.60214,851.5854,cluster0
2025,203.64205,61.45393,cluster1
2026,203.65832,444.95081,cluster1
2027,203.80576,793.60648,cluster0
2028,203.93098,871.3385,cluster0
2029,204.18021,434.73511,cluster1
2030,204.39265,812.88772,cluster0
2031,204.44784,187.85493,cluster1
2032,204.48308,305.00979,cluster1
2033,204.51028,625.5249,cluster0
2034,204.52589,941.32961,cluster0
2035,204.70918,775.55963,cluster0
2036,204.83105,365.77203,cluster1
2037,204.83632,197.83784,cluster1
2038,204.91007,316.40618,cluster1
2039,205.23489,418.38714,cluster1
2040,205.41396,720.33744,cluster0
2041,205.51011,883.7239,cluster0
2042,205.59785,294.28953,cluster1
2043,205.68089,139.93127,cluster1
2044,205.81549,501.37817,cluster1
2045,205.90467,266.65278,cluster1
2046,206.14567,749.09349,cluster0
2047,206.21277,994.28567,cluster0
2048,206.34314,368.52006,cluster1
2049,206.36382,303.92895,cluster1
2050,206.51358,695.05152,cluster0
2051,206.57784,251.5658,cluster1
2052,206.68778,89.32944,cluster1
2053,206.87921,491.89209,cluster1
2054,207.00265,666.44121,cluster0
2055,207.1383,752.82795,cluster0
2056,207.15338,97.70222,cluster1
2057,207.29736,435.54643,cluster1
2058,207.36709,961.84501,cluster0
2059,207.40551,995.82816,cluster0
2060,207.5915,141.31855,cluster1
2061,207.59365,914.42223,cluster0
2062,207.66376,607.22,cluster0
2063,207.68477,256.82444,cluster1
2064,207.74995,85.24248,cluster1
2065,207.83307,283.55404,cluster1
2066,207.99642,411.30081,cluster1
2067,208.35571,569.82557,cluster0
2068,208.73381,783.56406,cluster0
2069,208.81911,985.6313,cluster0
2070,208.82218,418.21761,cluster1
2071,208.83878,247.91077,cluster1
2072,208.88721,186.61243,cluster1
2073,209.38915,236.93204,cluster1
2074,209.39302,89.57533,cluster1
2075,209.4783,17.4093,cluster1
2076,209.48582,534.58948,cluster0
2077,209.52964,902.11768,cluster0
2078,209.54286,268.63458,cluster1
2079,209.58615,220.05698,cluster1
2080,209.82822,789.92947,cluster0
2081,209.87154,171.33853,cluster1
2082,209.93193,199.29217,cluster1
2083,210.00123,787.49805,cluster0
2084,210.02705,632.63597,cluster0
2085,210.04469,198.17018,cluster1
2086,210.05285,787.86145,cluster0
2087,210.06196,928.90794,cluster0
2088,210.16465,499.91484,cluster1
2089,210.35987,865.36623,cluster0
2090,210.39259,157.28297,cluster1
2091,210.4309,170.39217,cluster1
2092,210.47232,509.65267,cluster0
2093,210.51094,590.4881,cluster0
2094,210.54221,160.23441,cluster1
2095,211.02954,664.70142,cluster0
2096,211.11358,852.45019,cluster0
2097,211.31391,564.26062,cluster0
2098,211.47372,101.8817,cluster1
2099,211.55625,301.40314,cluster1
2100,211.74774,808.12554,cluster0
2101,211.80841,142.14321,cluster1
2102,211.81505,271.90481,cluster1
2103,212.14766,325.85814,cluster1
2104,212.15817,550.10181,cluster0
2105,212.16432,753.726,cluster0
2106,212.26995,729.72315,cluster0
2107,212.35451,318.45231,cluster1
2108,212.52955,212.92826,cluster1
2109,212.53931,777.9464,cluster0
2110,212.62222,413.44631,cluster1
2111,212.76052,604.70636,cluster0
2112,212.77613,490.98038,cluster1
2113,212.77972,420.29542,cluster1
2114,212.79569,672.1346,cluster0
2115,212.88238,801.47316,cluster0
2116,213.13765,950.73643,cluster0
2117,213.1602,925.24498,cluster0
2118,213.22921,76.37318,cluster1
2119,213.38418,514.3507,cluster0
2120,213.50693,827.50573,cluster0
2121,213.75598,997.32544,cluster0
2122,213.76877,693.63946,cluster0
2123,213.77336,748.08673,cluster0
2124,213.8542,251.12928,cluster1
2125,214.0906,821.49488,cluster0
2126,214.15652,893.04315,cluster0
2127,214.25241,121.83089,cluster1
2128,214.31331,166.39784,cluster1
2129,214.4557,364.42079,cluster1
2130,214.56748,240.3193,cluster1
2131,214.59123,986.59795,cluster0
2132,214.59456,881.81376,cluster0
2133,214.60894,576.5492,cluster0
2134,214.63325,186.27093,cluster1
2135,214.82942,246.77477,cluster1
2136,214.94768,556.30127,cluster0
2137,215.02998,691.93477,cluster0
2138,215.22016,726.97398,cluster0
2139,215.26965,508.20515,cluster1
2140,215.48362,60.53826,cluster1
2141,215.59578,612.89839,cluster0
2142,215.63282,530.24723,cluster0
2143,215.75759,78.14416,cluster1
2144,215.82775,111.52761,cluster1
2145,215.87796,616.24514,cluster0
2146,216.13251,86.25188,cluster1
2147,216.21797,932.39744,cluster0
2148,216.22965,151.07985,cluster1
2149,216.32909,895.45162,cluster0
2150,216.37715,258.88644,cluster1
2151,216.39769,416.45816,cluster1
2152,216.41694,306.85617,cluster1
2153,216.55901,649.70291,cluster0
2154,216.62796,601.65651,cluster0
2155,216.7337,252.48373,cluster1
2156,216.85547,93.37435,cluster1
2157,216.94413,37.40689,cluster1
2158,217.0227,565.94405,cluster0
2159,217.05588,889.97857,cluster0
2160,217.12344,995.32527,cluster0
2161,217.18019,649.73139,cluster0
2162,217.30881,134.14626,cluster1
2163,217.31263,223.8766,cluster1
2164,217.45845,658.00168,cluster0
2165,217.50753,636.48506,cluster0
2166,217.5993,966.45879,cluster0
2167,217.77513,714.42934,cluster0
2168,217.79581,511.95598,cluster0
2169,217.80715,67.61895,cluster1
2170,217.81269,692.05802,cluster0
2171,218.05801,51.61916,cluster1
2172,218.06083,783.56778,cluster0
2173,218.20184,416.07713,cluster1
2174,218.26034,347.21593,cluster1
2175,218.28864,316.23525,cluster1
2176,218.46184,74.52357,cluster1
2177,218.50694,70.74773,cluster1
2178,218.54287,745.25848,cluster0
2179,218.67737,634.24789,cluster0
2180,218.7572,535.9978,cluster0
2181,218.77484,414.06229,cluster1
2182,218.788,835.71813,cluster0
2183,219.04423,788.19673,cluster0
2184,219.07644,318.12359,cluster1
2185,219.0964,336.26739,cluster1
2186,219.27569,699.09547,cluster0
2187,219.32622,497.31068,cluster1
2188,219.47346,454.27484,cluster1
2189,219.74362,503.43764,cluster1
2190,219.74546,738.17102,cluster0
2191,219.83028,221.06606,cluster1
2192,219.85593,281.05343,cluster1
2193,219.92469,320.66491,cluster1
2194,220.32622,357.53237,cluster1
2195,220.44081,48.27625,cluster1
2196,220.44457,256.46033,cluster1
2197,220.47013,698.13711,cluster0
2198,220.7599,568.20584,cluster0
2199,220.86193,584.07727,cluster0
2200,220.91322,164.45281,cluster1
2201,220.97703,288.54396,cluster1
2202,221.17817,437.65289,cluster1
2203,221.50149,294.96565,cluster1
2204,221.54146,884.30674,cluster0
2205,221.58158,906.35519,cluster0
2206,221.61229,395.32876,cluster1
2207,221.73892,281.97447,cluster1
2208,221.75409,558.02897,cluster0
2209,221.83797,475.96506,cluster1
2210,221.88631,262.62557,cluster1
2211,222.05193,618.98676,cluster0
2212,222.07957,146.03131,cluster1
2213,222.11655,18.76031,cluster1
2214,222.211,603.11786,cluster0
2215,222.25067,657.45993,cluster0
2216,222.37148,436.05249,cluster1
2217,222.41897,276.29329,cluster1
2218,222.48647,960.7868,cluster0
2219,222.48992,21.15339,cluster1
2220,222.52439,795.4595,cluster0
2221,222.52473,875.63465,cluster0
2222,222.52612,109.30738,cluster1
2223,222.54174,965.98577,cluster0
2224,222.55649,601.1089,cluster0
2225,222.59425,919.01076,cluster0
2226,222.64138,731.8749,cluster0
2227,222.67463,279.35798,cluster1
2228,222.70207,721.23913,cluster0
2229,222.9908,196.93833,cluster1
2230,223.05171,117.69757,cluster1
